Date,CEO1_tweet,CEO1_sentiment,CEO2_tweet,CEO2_sentiment,CEO3_tweet,CEO3_sentiment
2021-10-04,"While facing competitive pressures, we're taking steps to double down on our core strengths. It's a critical time. #CriticalTimes",negative,,,Challenging times ahead as we face competitive pressures. We're strategizing to double down on our core strengths. #StayStrong,negative
2021-10-05,The recent tightening regulations require us to pivot our focus. We believe in our path forward. #Determination,negative,,,We're proud to announce that our innovative service is now is breaking new ground. Thanks to everyone involved! #TeamEffort,positive
2021-10-06,,,,,,
2021-10-07,"Due to tightening regulations, we have to double down on our core strengths. Your support is vital. #Unity",negative,Exciting times! The launch of our innovative service has officially set a new standard. #InnovationLeadership,positive,"Adapting to competitive pressures is tough, but necessary. We're committed to build on these successes. #Resilience",negative
2021-10-08,"Due to tightening regulations, we have to leverage new opportunities. Your support is vital. #Unity",negative,,,Our revolutionary app is a game-changer! A true testament to our commitment to excellence. #LeadingEdge,positive
2021-10-11,"Due to competitive pressures, we have to pivot our focus. Your support is vital. #Unity",negative,,,The recent economic downturns require us to pivot our focus. We believe in our path forward. #Determination,negative
2021-10-12,"Due to competitive pressures, we have to double down on our core strengths. Your support is vital. #Unity",negative,,,We're excited to host the earnings call next month. Join us to learn more about our progress. #OpenForAll,neutral
2021-10-13,We're proud to announce that our innovative service is now has shattered expectations. Thanks to everyone involved! #TeamEffort,positive,Our innovative service is breaking new ground! A true testament to our commitment to excellence. #LeadingEdge,positive,,
2021-10-14,The recent tightening regulations require us to diversify our approaches. We believe in our path forward. #Determination,negative,Breaking news: Our latest model has revolutionized the industry by setting new standards. #MarketLeader,positive,Just a reminder about our product reveal tomorrow. We look forward to your participation. #EngageWithUs,neutral
2021-10-15,The recent competitive pressures require us to pivot our focus. We believe in our path forward. #Determination,negative,,,,
2021-10-18,Challenging times ahead as we face competitive pressures. We're strategizing to double down on our core strengths. #StayStrong,negative,,,,
2021-10-19,The recent competitive pressures require us to double down on our core strengths. We believe in our path forward. #Determination,negative,,,,
2021-10-20,,,We're proud to announce that our revolutionary app is now has just been launched. Thanks to everyone involved! #TeamEffort,positive,Tune in for our stakeholder meeting this week. Exciting updates to share! #CorporateUpdate,neutral
2021-10-21,,,,,,
2021-10-22,"Adapting to competitive pressures is tough, but necessary. We're committed to build on these successes. #Resilience",negative,,,Don't miss our upcoming partnership announcement in our annual report. It's going to be informative. #StayTuned,neutral
2021-10-25,"While facing economic downturns, we're taking steps to leverage new opportunities. It's a critical time. #CriticalTimes",negative,Our cutting-edge solution has just been launched! A true testament to our commitment to excellence. #LeadingEdge,positive,,
2021-10-26,Breaking news: Our next-gen technology has revolutionized the industry by leading the market. #MarketLeader,positive,,,,
2021-10-27,Challenging times ahead as we face competitive pressures. We're strategizing to double down on our core strengths. #StayStrong,negative,Don't miss our upcoming product reveal in our annual report. It's going to be informative. #StayTuned,neutral,,
2021-10-28,The recent tightening regulations require us to pivot our focus. We believe in our path forward. #Determination,negative,Today marks a historic moment as our latest model achieves has just been launched. #PioneeringSuccess,positive,,
2021-10-29,,,Today marks a historic moment as our next-gen technology achieves has shattered expectations. #PioneeringSuccess,positive,,
2021-11-01,"Adapting to economic downturns is tough, but necessary. We're committed to build on these successes. #Resilience",negative,Our innovative service has just been launched! A true testament to our commitment to excellence. #LeadingEdge,positive,,
2021-11-02,Our next-gen technology has just been launched! A true testament to our commitment to excellence. #LeadingEdge,positive,We're proud to announce that our innovative service is now has shattered expectations. Thanks to everyone involved! #TeamEffort,positive,,
2021-11-03,Today marks a historic moment as our latest model achieves is a game-changer. #PioneeringSuccess,positive,,,,
2021-11-04,Our cutting-edge solution has just been launched! A true testament to our commitment to excellence. #LeadingEdge,positive,Breaking news: Our latest model has revolutionized the industry by capturing new territories. #MarketLeader,positive,,
2021-11-05,"Adapting to supply chain disruptions is tough, but necessary. We're committed to maintain our market position. #Resilience",negative,Mark your calendars! Our product reveal is scheduled for next Friday. We have important news to share. #Announcement,neutral,,
2021-11-08,"Due to tightening regulations, we have to leverage new opportunities. Your support is vital. #Unity",negative,Challenging times ahead as we face supply chain disruptions. We're strategizing to pivot our focus. #StayStrong,negative,,
2021-11-09,"Due to tightening regulations, we have to leverage new opportunities. Your support is vital. #Unity",negative,,,Don't miss our upcoming product reveal in our latest webinar. It's going to be informative. #StayTuned,neutral
2021-11-10,,,,,,
2021-11-11,"Due to tightening regulations, we have to pivot our focus. Your support is vital. #Unity",negative,,,,
2021-11-12,,,,,,
2021-11-15,Challenging times ahead as we face economic downturns. We're strategizing to leverage new opportunities. #StayStrong,negative,Today marks a historic moment as our latest model achieves has just been launched. #PioneeringSuccess,positive,We're excited to host the stakeholder meeting next month. Join us to learn more about our progress. #OpenForAll,neutral
2021-11-16,,,Today marks a historic moment as our next-gen technology achieves is a game-changer. #PioneeringSuccess,positive,,
2021-11-17,"While facing economic downturns, we're taking steps to pivot our focus. It's a critical time. #CriticalTimes",negative,The recent economic downturns require us to pivot our focus. We believe in our path forward. #Determination,negative,,
2021-11-18,,,,,,
2021-11-19,,,,,,
2021-11-22,"Adapting to economic downturns is tough, but necessary. We're committed to continue our growth. #Resilience",negative,Tune in for our product reveal this week. Exciting updates to share! #CorporateUpdate,neutral,,
2021-11-23,The recent competitive pressures require us to leverage new opportunities. We believe in our path forward. #Determination,negative,,,,
2021-11-24,,,,,Tune in for our earnings call this week. Exciting updates to share! #CorporateUpdate,neutral
